name,url,create_time,spider_time,title,time,release_date,intro,genres,directors,writers,stars,actors
Best Laid Plans (1999),https://www.imdb.com/title/tt0133412/?ref_=fn_al_tt_1,2023-03-13 17:03:14.650341,2023-03-14 07:26:12.503155,Best Laid Plans,1 hour 32 minutes,"May 14, 1999 ",,Crime|Drama|Thriller,Mike Barker,Ted Griffin|Ted Griffin|Ted Griffin,,Alessandro Nivola|Reese Witherspoon|Josh Brolin|Alessandro Nivola|Reese Witherspoon|Josh Brolin|Alessandro Nivola|Reese Witherspoon|Josh Brolin|Alessandro Nivola|Reese Witherspoon|Josh Brolin
"Gnome-Mobile, The (1967)",https://www.imdb.com/title/tt0061715/?ref_=fn_al_tt_1,2023-03-13 17:11:24.881674,2023-03-14 05:35:13.746943,The Gnome-Mobile,1 hour 24 minutes,"July 19, 1967 ",,Adventure|Family|Fantasy,Robert Stevenson,Ellis Kadison|Upton Sinclair|Ellis Kadison|Upton Sinclair|Ellis Kadison|Upton Sinclair|Ellis Kadison|Upton Sinclair|Ellis Kadison|Upton Sinclair|Ellis Kadison|Upton Sinclair,,Walter Brennan|Matthew Garber|Karen Dotrice|Walter Brennan|Matthew Garber|Karen Dotrice|Walter Brennan|Matthew Garber|Karen Dotrice|Walter Brennan|Matthew Garber|Karen Dotrice
"Happiest Millionaire, The (1967)",https://www.imdb.com/title/tt0061749/?ref_=fn_al_tt_1,2023-03-13 17:11:27.178439,2023-03-14 05:35:20.330345,The Happiest Millionaire,2 hours 21 minutes,"July 10, 1968 ",,Comedy|Family|Musical,Norman Tokar,Kyle Crichton|Cordelia Drexel Biddle|AJ Carothers|Kyle Crichton|Cordelia Drexel Biddle|AJ Carothers|Kyle Crichton|Cordelia Drexel Biddle|AJ Carothers|Kyle Crichton|Cordelia Drexel Biddle|AJ Carothers|Kyle Crichton|Cordelia Drexel Biddle|AJ Carothers|Kyle Crichton|Cordelia Drexel Biddle|AJ Carothers,,Fred MacMurray|Tommy Steele|Greer Garson|Fred MacMurray|Tommy Steele|Greer Garson|Fred MacMurray|Tommy Steele|Greer Garson|Fred MacMurray|Tommy Steele|Greer Garson
Full Tilt Boogie (1997),https://www.imdb.com/title/tt0119165/?ref_=fn_al_tt_1,2023-03-13 17:11:29.465319,2023-03-14 05:35:27.439991,Full Tilt Boogie,1 hour 37 minutes,"July 31, 1998 ",,Documentary,Sarah Kelly,,,Rick Stribling|Ken Bondy|Amy Minda Cohen|Rick Stribling|Ken Bondy|Amy Minda Cohen|Rick Stribling|Ken Bondy|Amy Minda Cohen|Rick Stribling|Ken Bondy|Amy Minda Cohen
"Governess, The (1998)",https://www.imdb.com/title/tt0120687/?ref_=fn_al_tt_1,2023-03-13 17:11:31.755469,2023-03-14 05:35:34.920546,The Governess,1 hour 55 minutes,"July 31, 1998 ",,Drama|Romance,Sandra Goldbacher,Sandra Goldbacher|Sandra Goldbacher|Sandra Goldbacher,,Minnie Driver|Tom Wilkinson|Florence Hoath|Minnie Driver|Tom Wilkinson|Florence Hoath|Minnie Driver|Tom Wilkinson|Florence Hoath|Minnie Driver|Tom Wilkinson|Florence Hoath
Seventh Heaven (Le Septième ciel) (1997),https://www.imdb.com/title/tt0124115/?ref_=fn_al_tt_1,2023-03-13 17:11:34.087293,2023-03-14 05:35:41.753082,Seventh Heaven,1 hour 28 minutes,"July 31, 1998 ",,Drama,Benoît Jacquot,Benoît Jacquot|Jérôme Beaujour|Benoît Jacquot|Jérôme Beaujour|Benoît Jacquot|Jérôme Beaujour|Benoît Jacquot|Jérôme Beaujour|Benoît Jacquot|Jérôme Beaujour|Benoît Jacquot|Jérôme Beaujour,,Sandrine Kiberlain|Vincent Lindon|François Berléand|Sandrine Kiberlain|Vincent Lindon|François Berléand|Sandrine Kiberlain|Vincent Lindon|François Berléand|Sandrine Kiberlain|Vincent Lindon|François Berléand
Fanny and Alexander (1982),https://www.imdb.com/title/tt0083922/?ref_=fn_al_tt_1,2023-03-13 17:11:36.372061,2023-03-14 05:35:49.734564,Fanny and Alexander,3 hours 8 minutes,"December 17, 1982 ",,Drama,Ingmar Bergman,Ingmar Bergman|Ingmar Bergman|Ingmar Bergman,,Bertil Guve|Pernilla Allwin|Kristina Adolphson|Bertil Guve|Pernilla Allwin|Kristina Adolphson|Bertil Guve|Pernilla Allwin|Kristina Adolphson|Bertil Guve|Pernilla Allwin|Kristina Adolphson
"'burbs, The (1989)",https://www.imdb.com/title/tt0096734/?ref_=fn_al_tt_1,2023-03-13 17:01:31.044829,2023-03-14 05:35:56.877589,The 'Burbs,1 hour 42 minutes,"February 17, 1989 ",,Comedy|Mystery|Thriller,Joe Dante,Dana Olsen|Dana Olsen|Dana Olsen,,Tom Hanks|Bruce Dern|Carrie Fisher|Tom Hanks|Bruce Dern|Carrie Fisher|Tom Hanks|Bruce Dern|Carrie Fisher|Tom Hanks|Bruce Dern|Carrie Fisher
"Night Porter, The (Il Portiere di notte) (1974)",https://www.imdb.com/title/tt0071910/?ref_=fn_al_tt_1,2023-03-13 17:01:33.269575,2023-03-14 05:36:03.288176,The Night Porter,1 hour 58 minutes,"October 1, 1974 ",,Drama,Liliana Cavani,Liliana Cavani|Italo Moscati|Barbara Alberti|Liliana Cavani|Italo Moscati|Barbara Alberti|Liliana Cavani|Italo Moscati|Barbara Alberti|Liliana Cavani|Italo Moscati|Barbara Alberti|Liliana Cavani|Italo Moscati|Barbara Alberti|Liliana Cavani|Italo Moscati|Barbara Alberti,,Dirk Bogarde|Charlotte Rampling|Philippe Leroy|Dirk Bogarde|Charlotte Rampling|Philippe Leroy|Dirk Bogarde|Charlotte Rampling|Philippe Leroy|Dirk Bogarde|Charlotte Rampling|Philippe Leroy
Kidnapped (1960),https://www.imdb.com/title/tt1629377/?ref_=fn_al_tt_1,2023-03-13 17:01:35.417295,2023-03-14 05:36:10.576383,Kidnapped,1 hour 25 minutes,"February 25, 2011 ",,Action|Adventure|Horror,Miguel Ángel Vivas,Javier García Arredondo|Miguel Ángel Vivas|Javier García Arredondo|Miguel Ángel Vivas|Javier García Arredondo|Miguel Ángel Vivas|Javier García Arredondo|Miguel Ángel Vivas|Javier García Arredondo|Miguel Ángel Vivas|Javier García Arredondo|Miguel Ángel Vivas,,Fernando Cayo|Manuela Vellés|Ana Wagener|Fernando Cayo|Manuela Vellés|Ana Wagener|Fernando Cayo|Manuela Vellés|Ana Wagener|Fernando Cayo|Manuela Vellés|Ana Wagener
101 Dalmatians (1961),https://www.imdb.com/title/tt0055254/?ref_=fn_al_tt_1,2023-03-13 17:01:37.613673,2023-03-14 05:36:17.537822,One Hundred and One Dalmatians,1 hour 19 minutes,"January 25, 1961 ",,Animation|Adventure|Comedy,Clyde Geronimi|Hamilton Luske|Wolfgang Reitherman,Bill Peet|Dodie Smith|Bill Peet|Dodie Smith|Bill Peet|Dodie Smith|Bill Peet|Dodie Smith|Bill Peet|Dodie Smith|Bill Peet|Dodie Smith,,Rod Taylor|Betty Lou Gerson|J. Pat O'Malley|Rod Taylor|Betty Lou Gerson|J. Pat O'Malley|Rod Taylor|Betty Lou Gerson|J. Pat O'Malley|Rod Taylor|Betty Lou Gerson|J. Pat O'Malley
One Magic Christmas (1985),https://www.imdb.com/title/tt0089731/?ref_=fn_al_tt_1,2023-03-13 17:01:39.807998,2023-03-14 05:36:24.456731,One Magic Christmas,1 hour 29 minutes,"November 22, 1985 ",,Family|Fantasy,Phillip Borsos,Thomas Meehan|Phillip Borsos|Barry Healey|Thomas Meehan|Phillip Borsos|Barry Healey|Thomas Meehan|Phillip Borsos|Barry Healey|Thomas Meehan|Phillip Borsos|Barry Healey|Thomas Meehan|Phillip Borsos|Barry Healey|Thomas Meehan|Phillip Borsos|Barry Healey,,Mary Steenburgen|Gary Basaraba|Harry Dean Stanton|Mary Steenburgen|Gary Basaraba|Harry Dean Stanton|Mary Steenburgen|Gary Basaraba|Harry Dean Stanton|Mary Steenburgen|Gary Basaraba|Harry Dean Stanton
"Return of Jafar, The (1993)",https://www.imdb.com/title/tt0167260/?ref_=fn_al_tt_1,2023-03-13 17:01:42.018325,2023-03-14 05:36:31.108309,The Lord of the Rings: The Return of the King,3 hours 21 minutes,"December 17, 2003 ",,Action|Adventure|Drama,Peter Jackson,J.R.R. Tolkien|Fran Walsh|Philippa Boyens|J.R.R. Tolkien|Fran Walsh|Philippa Boyens|J.R.R. Tolkien|Fran Walsh|Philippa Boyens|J.R.R. Tolkien|Fran Walsh|Philippa Boyens|J.R.R. Tolkien|Fran Walsh|Philippa Boyens|J.R.R. Tolkien|Fran Walsh|Philippa Boyens,,Elijah Wood|Viggo Mortensen|Ian McKellen|Elijah Wood|Viggo Mortensen|Ian McKellen|Elijah Wood|Viggo Mortensen|Ian McKellen|Elijah Wood|Viggo Mortensen|Ian McKellen
"Shaggy D.A., The (1976)",https://www.imdb.com/title/tt24531216/?ref_=fn_al_tt_1,2023-03-13 17:01:44.204497,2023-03-14 05:36:37.136930,The Shaggy D.A. (1976),,"April 14, 2021 ",,,,,,
Squanto: A Warrior's Tale (1994),https://www.imdb.com/title/tt0111271/?ref_=fn_al_tt_1,2023-03-13 17:01:46.420713,2023-03-14 05:36:43.634285,Squanto: A Warrior's Tale,1 hour 42 minutes,"October 28, 1994 ",,Adventure|Biography|Drama,Xavier Koller,Darlene Craviotto|Darlene Craviotto|Darlene Craviotto,,Adam Beach|Mandy Patinkin|Sheldon Peters Wolfchild|Adam Beach|Mandy Patinkin|Sheldon Peters Wolfchild|Adam Beach|Mandy Patinkin|Sheldon Peters Wolfchild|Adam Beach|Mandy Patinkin|Sheldon Peters Wolfchild
Steamboat Willie (1940),https://www.imdb.com/title/tt0019422/?ref_=fn_al_tt_1,2023-03-13 17:01:48.603805,2023-03-14 05:36:49.998332,Steamboat Willie,8 minutes,"January 1, 1929 ",,Animation|Short|Comedy,Ub Iwerks|Walt Disney,Walt Disney|Ub Iwerks|Walt Disney|Ub Iwerks|Walt Disney|Ub Iwerks|Walt Disney|Ub Iwerks|Walt Disney|Ub Iwerks|Walt Disney|Ub Iwerks,,Charlotte Jamquie|Walt Disney|Charlotte Jamquie|Walt Disney|Charlotte Jamquie|Walt Disney|Charlotte Jamquie|Walt Disney
Tall Tale (1994),https://www.imdb.com/title/tt21369134/?ref_=fn_al_tt_1,2023-03-13 17:01:50.754811,2023-03-14 05:36:55.849316,Tall Tales and True: You Sleep I'll Drive,4 minutes,1994 ,,Music,,,,Tall Tales & True|Matthew de la Hunty|Paul Miskin|Tall Tales & True|Matthew de la Hunty|Paul Miskin|Tall Tales & True|Matthew de la Hunty|Paul Miskin|Tall Tales & True|Matthew de la Hunty|Paul Miskin
Halloween: H20 (1998),https://www.imdb.com/title/tt0120694/?ref_=fn_al_tt_1,2023-03-13 17:01:52.926589,2023-03-14 05:37:02.831491,Halloween H20: 20 Years Later,1 hour 26 minutes,"August 5, 1998 ",,Horror|Thriller,Steve Miner,Debra Hill|John Carpenter|Robert Zappia|Debra Hill|John Carpenter|Robert Zappia|Debra Hill|John Carpenter|Robert Zappia|Debra Hill|John Carpenter|Robert Zappia|Debra Hill|John Carpenter|Robert Zappia|Debra Hill|John Carpenter|Robert Zappia,,Jamie Lee Curtis|Josh Hartnett|Adam Arkin|Jamie Lee Curtis|Josh Hartnett|Adam Arkin|Jamie Lee Curtis|Josh Hartnett|Adam Arkin|Jamie Lee Curtis|Josh Hartnett|Adam Arkin
Graveyard Shift (1990),https://www.imdb.com/title/tt0099697/?ref_=fn_al_tt_1,2023-03-13 17:01:55.112243,2023-03-14 05:37:09.960577,Graveyard Shift,1 hour 26 minutes,"October 26, 1990 ",,Horror,Ralph S. Singleton,Stephen King|John Esposito|Stephen King|John Esposito|Stephen King|John Esposito|Stephen King|John Esposito|Stephen King|John Esposito|Stephen King|John Esposito,,David Andrews|Kelly Wolf|Stephen Macht|David Andrews|Kelly Wolf|Stephen Macht|David Andrews|Kelly Wolf|Stephen Macht|David Andrews|Kelly Wolf|Stephen Macht
Ever After: A Cinderella Story (1998),https://www.imdb.com/title/tt0120631/?ref_=fn_al_tt_1,2023-03-13 17:01:57.312683,2023-03-14 05:37:16.235109,Ever After: A Cinderella Story,2 hours 1 minute,"July 31, 1998 ",,Comedy|Drama|Romance,Andy Tennant,Susannah Grant|Andy Tennant|Rick Parks|Susannah Grant|Andy Tennant|Rick Parks|Susannah Grant|Andy Tennant|Rick Parks|Susannah Grant|Andy Tennant|Rick Parks|Susannah Grant|Andy Tennant|Rick Parks|Susannah Grant|Andy Tennant|Rick Parks,,Drew Barrymore|Anjelica Huston|Dougray Scott|Drew Barrymore|Anjelica Huston|Dougray Scott|Drew Barrymore|Anjelica Huston|Dougray Scott|Drew Barrymore|Anjelica Huston|Dougray Scott
"First Love, Last Rites (1997)",https://www.imdb.com/title/tt0128214/?ref_=fn_al_tt_1,2023-03-13 17:01:59.547031,2023-03-14 05:37:22.574314,"First Love, Last Rites",1 hour 34 minutes,"August 7, 1998 ",,Drama|Romance,Jesse Peretz,Ian McEwan|David Ryan|Jesse Peretz|Ian McEwan|David Ryan|Jesse Peretz|Ian McEwan|David Ryan|Jesse Peretz|Ian McEwan|David Ryan|Jesse Peretz|Ian McEwan|David Ryan|Jesse Peretz|Ian McEwan|David Ryan|Jesse Peretz,,Natasha Gregson Wagner|Giovanni Ribisi|Robert John Burke|Natasha Gregson Wagner|Giovanni Ribisi|Robert John Burke|Natasha Gregson Wagner|Giovanni Ribisi|Robert John Burke|Natasha Gregson Wagner|Giovanni Ribisi|Robert John Burke
Safe Men (1998),https://www.imdb.com/title/tt0120813/?ref_=fn_al_tt_1,2023-03-13 17:02:01.709196,2023-03-14 05:37:29.419729,Safe Men,1 hour 28 minutes,"August 7, 1998 ",,Comedy|Crime,John Hamburg,John Hamburg|John Hamburg|John Hamburg,,Sam Rockwell|Steve Zahn|Michael Lerner|Sam Rockwell|Steve Zahn|Michael Lerner|Sam Rockwell|Steve Zahn|Michael Lerner|Sam Rockwell|Steve Zahn|Michael Lerner
"Saltmen of Tibet, The (1997)",https://www.imdb.com/title/tt0120056/?ref_=fn_al_tt_1,2023-03-13 17:02:03.899794,2023-03-14 05:37:35.358265,Die Salzmänner von Tibet,1 hour 48 minutes,"July 22, 1998 ",,Documentary,Ulrike Koch,Ulrike Koch|Ulrike Koch|Ulrike Koch,,Margen|Pargen|Zopon|Margen|Pargen|Zopon|Margen|Pargen|Zopon|Margen|Pargen|Zopon
Atlantic City (1980),https://www.imdb.com/title/tt0080388/?ref_=fn_al_tt_1,2023-03-13 17:02:06.156164,2023-03-14 05:37:42.241348,Atlantic City,1 hour 44 minutes,"April 3, 1981 ",,Crime|Drama|Romance,Louis Malle,John Guare|John Guare|John Guare,,Burt Lancaster|Susan Sarandon|Kate Reid|Burt Lancaster|Susan Sarandon|Kate Reid|Burt Lancaster|Susan Sarandon|Kate Reid|Burt Lancaster|Susan Sarandon|Kate Reid
House (1986),https://www.imdb.com/title/tt0090496/?ref_=fn_al_tt_1,2023-03-13 17:02:21.009979,2023-03-14 05:37:48.895523,Our House,1 hour,"September 11, 1986 ",,Drama|Family,,,,Wilford Brimley|Deidre Hall|Shannen Doherty|Wilford Brimley|Deidre Hall|Shannen Doherty|Wilford Brimley|Deidre Hall|Shannen Doherty|Wilford Brimley|Deidre Hall|Shannen Doherty
"Best Man, The (Il Testimone dello sposo) (1997)",https://www.imdb.com/title/tt0133413/?ref_=fn_al_tt_1,2023-03-13 17:02:23.241707,2023-03-14 05:37:55.593273,The Best Man,1 hour 41 minutes,"August 21, 1998 ",,Comedy|Drama,Pupi Avati,Pupi Avati|Pupi Avati|Pupi Avati,,Diego Abatantuono|Inés Sastre|Dario Cantarelli|Diego Abatantuono|Inés Sastre|Dario Cantarelli|Diego Abatantuono|Inés Sastre|Dario Cantarelli|Diego Abatantuono|Inés Sastre|Dario Cantarelli
"Chambermaid on the Titanic, The (1998)",https://www.imdb.com/title/tt0129923/?ref_=fn_al_tt_1,2023-03-13 17:02:25.438289,2023-03-14 05:38:02.070203,The Chambermaid on the Titanic,1 hour 41 minutes,"August 14, 1998 ",,Drama|Romance,Bigas Luna,Cuca Canals|Jean-Louis Benoît|Bigas Luna|Cuca Canals|Jean-Louis Benoît|Bigas Luna|Cuca Canals|Jean-Louis Benoît|Bigas Luna|Cuca Canals|Jean-Louis Benoît|Bigas Luna|Cuca Canals|Jean-Louis Benoît|Bigas Luna|Cuca Canals|Jean-Louis Benoît|Bigas Luna,,Olivier Martinez|Romane Bohringer|Aitana Sánchez-Gijón|Olivier Martinez|Romane Bohringer|Aitana Sánchez-Gijón|Olivier Martinez|Romane Bohringer|Aitana Sánchez-Gijón|Olivier Martinez|Romane Bohringer|Aitana Sánchez-Gijón
"Henry: Portrait of a Serial Killer, Part 2 (1996)",https://www.imdb.com/title/tt0116516/?ref_=fn_al_tt_1,2023-03-13 17:02:27.662045,2023-03-14 05:38:08.969886,"Henry: Portrait of a Serial Killer, Part 2",1 hour 24 minutes,"August 14, 1998 ",,Crime|Horror|Thriller,Chuck Parello,Chuck Parello|Chuck Parello|Chuck Parello,,Penelope Milford|Neil Giuntoli|Mike Houlihan|Penelope Milford|Neil Giuntoli|Mike Houlihan|Penelope Milford|Neil Giuntoli|Mike Houlihan|Penelope Milford|Neil Giuntoli|Mike Houlihan
Henry: Portrait of a Serial Killer (1990),https://www.imdb.com/title/tt0099763/?ref_=fn_al_tt_1,2023-03-13 17:02:29.858255,2023-03-14 05:38:15.429512,Henry: Portrait of a Serial Killer,1 hour 23 minutes,"September 7, 1990 ",,Biography|Crime|Drama,John McNaughton,Richard Fire|John McNaughton|Richard Fire|John McNaughton|Richard Fire|John McNaughton|Richard Fire|John McNaughton|Richard Fire|John McNaughton|Richard Fire|John McNaughton,,Michael Rooker|Tracy Arnold|Tom Towles|Michael Rooker|Tracy Arnold|Tom Towles|Michael Rooker|Tracy Arnold|Tom Towles|Michael Rooker|Tracy Arnold|Tom Towles
Attack of the Killer Tomatoes! (1980),https://www.imdb.com/title/tt0080391/?ref_=fn_al_tt_1,2023-03-13 17:02:32.057392,2023-03-14 05:38:22.555954,Attack of the Killer Tomatoes!,1 hour 23 minutes,"October 4, 1978 ",,Adventure|Comedy|Horror,John De Bello,Costa Dillon|John De Bello|J. Stephen Peace|Costa Dillon|John De Bello|J. Stephen Peace|Costa Dillon|John De Bello|J. Stephen Peace|Costa Dillon|John De Bello|J. Stephen Peace|Costa Dillon|John De Bello|J. Stephen Peace|Costa Dillon|John De Bello|J. Stephen Peace,,David Miller|George Wilson|Sharon Taylor|David Miller|George Wilson|Sharon Taylor|David Miller|George Wilson|Sharon Taylor|David Miller|George Wilson|Sharon Taylor
Your Friends and Neighbors (1998),https://www.imdb.com/title/tt0119517/?ref_=fn_al_tt_1,2023-03-13 17:02:34.260396,2023-03-14 05:38:29.081182,Your Friends and Neighbors,1 hour 40 minutes,"August 21, 1998 ",,Comedy|Drama|Romance,Neil LaBute,Neil LaBute|Neil LaBute|Neil LaBute,,Amy Brenneman|Aaron Eckhart|Ben Stiller|Amy Brenneman|Aaron Eckhart|Ben Stiller|Amy Brenneman|Aaron Eckhart|Ben Stiller|Amy Brenneman|Aaron Eckhart|Ben Stiller
Dance with Me (1998),https://www.imdb.com/title/tt0120576/?ref_=fn_al_tt_1,2023-03-13 17:02:36.424524,2023-03-14 05:38:35.121293,Dance with Me,2 hours 6 minutes,"August 21, 1998 ",,Drama|Music|Romance,Randa Haines,Daryl Matthews|Daryl Matthews|Daryl Matthews,,Vanessa Williams|Chayanne|Kris Kristofferson|Vanessa Williams|Chayanne|Kris Kristofferson|Vanessa Williams|Chayanne|Kris Kristofferson|Vanessa Williams|Chayanne|Kris Kristofferson
"Navigator: A Mediaeval Odyssey, The (1988)",https://www.imdb.com/title/tt0095709/?ref_=fn_al_tt_1,2023-03-13 17:02:51.378208,2023-03-14 05:38:41.810819,The Navigator: A Medieval Odyssey,1 hour 32 minutes,"December 15, 1988 ",,Action|Adventure|Drama,Vincent Ward,Vincent Ward|Kely Lyons|Geoff Chapple|Vincent Ward|Kely Lyons|Geoff Chapple|Vincent Ward|Kely Lyons|Geoff Chapple|Vincent Ward|Kely Lyons|Geoff Chapple|Vincent Ward|Kely Lyons|Geoff Chapple|Vincent Ward|Kely Lyons|Geoff Chapple,,Bruce Lyons|Chris Haywood|Hamish Gough|Bruce Lyons|Chris Haywood|Hamish Gough|Bruce Lyons|Chris Haywood|Hamish Gough|Bruce Lyons|Chris Haywood|Hamish Gough
I Married A Strange Person (1997),https://www.imdb.com/title/tt0119346/?ref_=fn_al_tt_1,2023-03-13 17:02:53.607563,2023-03-14 05:38:48.256934,I Married a Strange Person!,1 hour 15 minutes,"August 28, 1998 ",,Animation|Comedy|Drama,Bill Plympton,Bill Plympton|P.C. Vey|Bill Plympton|P.C. Vey|Bill Plympton|P.C. Vey|Bill Plympton|P.C. Vey|Bill Plympton|P.C. Vey|Bill Plympton|P.C. Vey,,Charis Michelsen|Tom Larson|Richard Spore|Charis Michelsen|Tom Larson|Richard Spore|Charis Michelsen|Tom Larson|Richard Spore|Charis Michelsen|Tom Larson|Richard Spore
Why Do Fools Fall In Love? (1998),https://www.imdb.com/title/tt0123324/?ref_=fn_al_tt_1,2023-03-13 17:02:55.792850,2023-03-14 05:38:54.775335,Why Do Fools Fall in Love,1 hour 56 minutes,"August 28, 1998 ",,Biography|Drama|Music,Gregory Nava,Tina Andrews|Tina Andrews|Tina Andrews,,Halle Berry|Vivica A. Fox|Lela Rochon|Halle Berry|Vivica A. Fox|Lela Rochon|Halle Berry|Vivica A. Fox|Lela Rochon|Halle Berry|Vivica A. Fox|Lela Rochon
"Merry War, A (1997)",https://www.imdb.com/title/tt0119453/?ref_=fn_al_tt_1,2023-03-13 17:02:57.960902,2023-03-14 05:39:01.347166,A Merry War,1 hour 41 minutes,"August 28, 1998 ",,Comedy|Drama|Romance,Robert Bierman,Alan Plater|George Orwell|Alan Plater|George Orwell|Alan Plater|George Orwell|Alan Plater|George Orwell|Alan Plater|George Orwell|Alan Plater|George Orwell,,Richard E. Grant|Helena Bonham Carter|Julian Wadham|Richard E. Grant|Helena Bonham Carter|Julian Wadham|Richard E. Grant|Helena Bonham Carter|Julian Wadham|Richard E. Grant|Helena Bonham Carter|Julian Wadham
See the Sea (Regarde la mer) (1997),https://www.imdb.com/title/tt0139564/?ref_=fn_al_tt_1,2023-03-13 17:03:00.176227,2023-03-14 05:39:07.496753,See the Sea,52 minutes,"August 28, 1998 ",,Drama|Thriller,François Ozon,Sasha Hails|François Ozon|Marina de Van|Sasha Hails|François Ozon|Marina de Van|Sasha Hails|François Ozon|Marina de Van|Sasha Hails|François Ozon|Marina de Van|Sasha Hails|François Ozon|Marina de Van|Sasha Hails|François Ozon|Marina de Van,,Sasha Hails|Marina de Van|Samantha|Sasha Hails|Marina de Van|Samantha|Sasha Hails|Marina de Van|Samantha|Sasha Hails|Marina de Van|Samantha
Firelight (1997),https://www.imdb.com/title/tt0119125/?ref_=fn_al_tt_1,2023-03-13 17:03:02.360116,2023-03-14 05:39:13.870402,Firelight,1 hour 43 minutes,"September 4, 1998 ",,Drama|Romance,William Nicholson,William Nicholson|William Nicholson|William Nicholson,,Sophie Marceau|Stephen Dillane|Dominique Belcourt|Sophie Marceau|Stephen Dillane|Dominique Belcourt|Sophie Marceau|Stephen Dillane|Dominique Belcourt|Sophie Marceau|Stephen Dillane|Dominique Belcourt
Modulations (1998),https://www.imdb.com/title/tt0139468/?ref_=fn_al_tt_1,2023-03-13 17:03:04.523600,2023-03-14 05:39:19.871909,Modulations,1 hour 15 minutes,"September 18, 1998 ",,Documentary|Music,Iara Lee,Peter Shapiro|Peter Shapiro|Peter Shapiro,,Arthur Baker|Afrika Bambaataa|Carl Cox|Arthur Baker|Afrika Bambaataa|Carl Cox|Arthur Baker|Afrika Bambaataa|Carl Cox|Arthur Baker|Afrika Bambaataa|Carl Cox
Phoenix (1998),https://www.imdb.com/title/tt0119892/?ref_=fn_al_tt_1,2023-03-13 17:03:06.693497,2023-03-14 05:39:26.489901,Phoenix,1 hour 47 minutes,"September 4, 1998 ",,Crime|Drama,Danny Cannon,Eddie Richey|Eddie Richey|Eddie Richey,,Ray Liotta|Anthony LaPaglia|Daniel Baldwin|Ray Liotta|Anthony LaPaglia|Daniel Baldwin|Ray Liotta|Anthony LaPaglia|Daniel Baldwin|Ray Liotta|Anthony LaPaglia|Daniel Baldwin
Under Capricorn (1949),https://www.imdb.com/title/tt0042004/?ref_=fn_al_tt_1,2023-03-13 17:03:08.906034,2023-03-14 05:39:32.692209,Under Capricorn,1 hour 57 minutes,"October 8, 1949 ",,Crime|Drama|Romance,Alfred Hitchcock,John Colton|Margaret Linden|Helen Simpson|John Colton|Margaret Linden|Helen Simpson|John Colton|Margaret Linden|Helen Simpson|John Colton|Margaret Linden|Helen Simpson|John Colton|Margaret Linden|Helen Simpson|John Colton|Margaret Linden|Helen Simpson,,Ingrid Bergman|Joseph Cotten|Michael Wilding|Ingrid Bergman|Joseph Cotten|Michael Wilding|Ingrid Bergman|Joseph Cotten|Michael Wilding|Ingrid Bergman|Joseph Cotten|Michael Wilding
Young and Innocent (1937),https://www.imdb.com/title/tt0029811/?ref_=fn_al_tt_1,2023-03-13 17:03:11.085182,2023-03-14 05:39:38.702677,Young and Innocent,1 hour 23 minutes,"November 23, 1939 ",,Crime|Mystery|Romance,Alfred Hitchcock,Josephine Tey|Charles Bennett|Edwin Greenwood|Josephine Tey|Charles Bennett|Edwin Greenwood|Josephine Tey|Charles Bennett|Edwin Greenwood|Josephine Tey|Charles Bennett|Edwin Greenwood|Josephine Tey|Charles Bennett|Edwin Greenwood|Josephine Tey|Charles Bennett|Edwin Greenwood,,Nova Pilbeam|Derrick De Marney|Percy Marmont|Nova Pilbeam|Derrick De Marney|Percy Marmont|Nova Pilbeam|Derrick De Marney|Percy Marmont|Nova Pilbeam|Derrick De Marney|Percy Marmont
