id,genres,name,release_time,directors,writers,starts
3414,Romance,Love Is a Many-Splendored Thing (1955),26 September 1955 (Sweden),Henry King|Otto Lang,John Patrick,William Holden|Jennifer Jones|Torin Thatcher
3415,Drama,"Mirror, The (Zerkalo) (1975)",,,,
3416,Drama,"Trial, The (Le Procès) (1963)",1993 ,,,Edgar M. Böhlke|Joachim Kügler|Hermann Langbein|Edgar M. Böhlke|Joachim Kügler|Hermann Langbein|Edgar M. Böhlke|Joachim Kügler|Hermann Langbein|Edgar M. Böhlke|Joachim Kügler|Hermann Langbein
3417,Adventure|Comedy|Sci-Fi,"Crimson Pirate, The (1952)",27 September 1952 (USA),Robert Siodmak,Roland Kibbee,Burt Lancaster|Nick Cravat|Eva Bartok
3418,Action|Drama,Thelma & Louise (1991),24 May 1991 (USA),Ridley Scott,Callie Khouri,Susan Sarandon|Geena Davis|Harvey Keitel
3419,Comedy|Crime,Something for Everyone (1970),"April 29, 1971 ",Harold Prince,Harry Kressing|Hugh Wheeler|Harry Kressing|Hugh Wheeler|Harry Kressing|Hugh Wheeler|Harry Kressing|Hugh Wheeler|Harry Kressing|Hugh Wheeler|Harry Kressing|Hugh Wheeler,Angela Lansbury|Michael York|Anthony Higgins|Angela Lansbury|Michael York|Anthony Higgins|Angela Lansbury|Michael York|Anthony Higgins|Angela Lansbury|Michael York|Anthony Higgins
3420,Drama|Thriller,...And Justice for All (1979),"October 19, 1979 ",Norman Jewison,Valerie Curtin|Barry Levinson|Valerie Curtin|Barry Levinson|Valerie Curtin|Barry Levinson|Valerie Curtin|Barry Levinson|Valerie Curtin|Barry Levinson|Valerie Curtin|Barry Levinson,Al Pacino|Jack Warden|John Forsythe|Al Pacino|Jack Warden|John Forsythe|Al Pacino|Jack Warden|John Forsythe|Al Pacino|Jack Warden|John Forsythe
3421,Comedy,Animal House (1978),"July 28, 1978 ",John Landis,Harold Ramis|Douglas Kenney|Chris Miller|Harold Ramis|Douglas Kenney|Chris Miller|Harold Ramis|Douglas Kenney|Chris Miller|Harold Ramis|Douglas Kenney|Chris Miller|Harold Ramis|Douglas Kenney|Chris Miller|Harold Ramis|Douglas Kenney|Chris Miller,John Belushi|Karen Allen|Tom Hulce|John Belushi|Karen Allen|Tom Hulce|John Belushi|Karen Allen|Tom Hulce|John Belushi|Karen Allen|Tom Hulce
3422,Comedy|Romance,She's Gotta Have It (1986),8 August 1986 (USA),Spike Lee,Spike Lee,Tracy Camilla Johns|Tommy Redmond Hicks|John Canada Terrell
3423,Drama,School Daze (1988),12 February 1988 (USA),Spike Lee,Spike Lee,Laurence Fishburne|Giancarlo Esposito|Tisha Campbell-Martin
3424,Comedy|Drama,Do the Right Thing (1989),21 July 1989 (USA),Spike Lee,Spike Lee,Danny Aiello|Ossie Davis|Ruby Dee
3425,Drama,Mo' Better Blues (1990),3 August 1990 (USA),Spike Lee,Spike Lee,Denzel Washington|Spike Lee|Wesley Snipes
3426,Drama|Romance,Jungle Fever (1991),7 June 1991 (USA),Spike Lee,Spike Lee,Wesley Snipes|Annabella Sciorra|Spike Lee
3427,Crime,Coogan's Bluff (1968),"October 10, 1968 ",Don Siegel,Herman Miller|Dean Riesner|Howard Rodman|Herman Miller|Dean Riesner|Howard Rodman|Herman Miller|Dean Riesner|Howard Rodman|Herman Miller|Dean Riesner|Howard Rodman|Herman Miller|Dean Riesner|Howard Rodman|Herman Miller|Dean Riesner|Howard Rodman,Clint Eastwood|Lee J. Cobb|Susan Clark|Clint Eastwood|Lee J. Cobb|Susan Clark|Clint Eastwood|Lee J. Cobb|Susan Clark|Clint Eastwood|Lee J. Cobb|Susan Clark
3428,Drama,"Champ, The (1979)",4 April 1979 (USA),Franco Zeffirelli,Frances Marion,Jon Voight|Faye Dunaway|Ricky Schroder
3429,Animation|Comedy,Creature Comforts (1990),"October 1, 2003 ",,,The Great British Public|David Rafique|The Great British Public|David Rafique|The Great British Public|David Rafique|The Great British Public|David Rafique
3430,Action|Drama,Death Wish (1974),24 July 1974 (USA),Michael Winner,Brian Garfield,Charles Bronson|Hope Lange|Vincent Gardenia
3431,Action|Drama,Death Wish II (1982),19 February 1982 (USA),Michael Winner,David Engelbach,Charles Bronson|Jill Ireland|Vincent Gardenia
3432,Action|Drama,Death Wish 3 (1985),1 November 1985 (USA),Michael Winner,Don Jakoby,Charles Bronson|Deborah Raffin|Ed Lauter
3433,Action|Drama,Death Wish 4: The Crackdown (1987),6 November 1987 (USA),J. Lee Thompson,Brian Garfield,Charles Bronson|Kay Lenz|John P. Ryan
3434,Action|Drama,Death Wish V: The Face of Death (1994),14 January 1994 (USA),Allan A. Goldstein,Brian Garfield|Michael Colleary,Charles Bronson|Lesley-Anne Down|Michael Parks
3435,Crime|Film-Noir,Double Indemnity (1944),6 July 1944 (USA),Billy Wilder,Billy Wilder|Raymond Chandler,Fred MacMurray|Barbara Stanwyck|Edward G. Robinson
3436,Drama|Romance,Dying Young (1991),21 June 1991 (USA),Joel Schumacher,Marti Leimbach,Julia Roberts|Campbell Scott|Vincent D'Onofrio
3437,Drama,Cool as Ice (1991),"October 18, 1991 ",David Kellogg,David Stenn|David Stenn|David Stenn,Vanilla Ice|Kristin Minter|Naomi Campbell|Vanilla Ice|Kristin Minter|Naomi Campbell|Vanilla Ice|Kristin Minter|Naomi Campbell|Vanilla Ice|Kristin Minter|Naomi Campbell
3438,Action|Children's|Fantasy,Teenage Mutant Ninja Turtles (1990),30 March 1990 (USA),Steve Barron,Kevin Eastman|Peter Laird,Judith Hoag|Elias Koteas|Josh Pais
3439,Action|Children's|Fantasy,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),22 March 1991 (USA),Michael Pressman,Kevin Eastman|Peter Laird,Paige Turco|David Warner|Michelan Sisti
3440,Action|Children's|Fantasy,Teenage Mutant Ninja Turtles III (1993),19 March 1993 (USA),Stuart Gillard,Kevin Eastman|Peter Laird,Elias Koteas|Paige Turco|Stuart Wilson
3441,Action|War,Red Dawn (1984),10 August 1984 (USA),John Milius,Kevin Reynolds|John Milius,Patrick Swayze|C. Thomas Howell|Lea Thompson
3442,Action,Band of the Hand (1986),11 April 1986 (USA),Paul Michael Glaser,Leo Garen,Stephen Lang|Michael Carmine|Lauren Holly
3443,Action|Drama|Thriller,Born American (1986),"December 19, 1986 ",Renny Harlin,Renny Harlin|Markus Selin|Renny Harlin|Markus Selin|Renny Harlin|Markus Selin|Renny Harlin|Markus Selin|Renny Harlin|Markus Selin|Renny Harlin|Markus Selin,Mike Norris|Steve Durham|David Coburn|Mike Norris|Steve Durham|David Coburn|Mike Norris|Steve Durham|David Coburn|Mike Norris|Steve Durham|David Coburn
3444,Action,Bloodsport (1988),29 April 1988 (USA),Newt Arnold,Sheldon Lettich|Sheldon Lettich,Jean-Claude Van Damme|Donald Gibb|Leah Ayres
3445,Mystery|Thriller,Eyes of Laura Mars (1978),2 August 1978 (USA),Irvin Kershner,John Carpenter|David Zelag Goodman,Faye Dunaway|Tommy Lee Jones|Brad Dourif
3446,Comedy,Funny Bones (1995),31 March 1995 (USA),Peter Chelsom,Peter Chelsom,Jerry Lewis|Oliver Platt|Lee Evans
3447,Drama,"Good Earth, The (1937)",6 August 1937 (USA),Sidney Franklin|Victor Fleming|2 more credits,Talbot Jennings|Tess Slesinger,Paul Muni|Luise Rainer|Walter Connolly
3448,Comedy|Drama|War,"Good Morning, Vietnam (1987)",15 January 1988 (USA),Barry Levinson,Mitch Markowitz,Robin Williams|Forest Whitaker|Tom. T. Tran
3449,Drama,"Good Mother, The (1988)",4 November 1988 (USA),Leonard Nimoy,Michael Bortman,Diane Keaton|Liam Neeson|Jason Robards
3450,Comedy,Grumpy Old Men (1993),25 December 1993 (USA),Donald Petrie,Mark Steven Johnson,Jack Lemmon|Walter Matthau|Ann-Margret
3451,Comedy|Drama,Guess Who's Coming to Dinner (1967),12 December 1967 (USA),Stanley Kramer,William Rose,Spencer Tracy|Sidney Poitier|Katharine Hepburn
3452,Action|Romance,Romeo Must Die (2000),22 March 2000 (USA),Andrzej Bartkowiak,Mitchell Kapner|Eric Bernt,Jet Li|Aaliyah|Isaiah Washington
3453,Drama|Romance,Here on Earth (2000),24 March 2000 (USA),Mark Piznarski,Michael Seitzman,Chris Klein|Leelee Sobieski|Josh Hartnett
3454,Comedy|Romance,Whatever It Takes (2000),24 March 2000 (USA),David Raynr,Mark Schwahn,Shane West|Marla Sokoloff|Jodi Lyn O'Keefe
3455,Drama|Thriller,Buddy Boy (1999),24 March 2000 (USA),Mark Hanlon,Mark Hanlon,Aidan Gillen|Emmanuelle Seigner|Susan Tyrrell
3456,Drama,"Color of Paradise, The (Rang-e Khoda) (1999)","February 8, 1999 ",Majid Majidi,Majid Majidi|Majid Majidi|Majid Majidi,Hossein Mahjoub|Mohsen Ramezani|Salameh Feyzi|Hossein Mahjoub|Mohsen Ramezani|Salameh Feyzi|Hossein Mahjoub|Mohsen Ramezani|Salameh Feyzi|Hossein Mahjoub|Mohsen Ramezani|Salameh Feyzi
3457,Drama,Waking the Dead (1999),"June 18, 2001 ",,,Trevor Eve|Sue Johnston|Wil Johnson|Trevor Eve|Sue Johnston|Wil Johnson|Trevor Eve|Sue Johnston|Wil Johnson|Trevor Eve|Sue Johnston|Wil Johnson
3458,Drama|Romance,Blood and Sand (Sangre y Arena) (1989),"January 26, 1990 ",Javier Elorrieta,Vicente Blasco Ibáñez|Rafael Azcona|Ricardo Franco|Vicente Blasco Ibáñez|Rafael Azcona|Ricardo Franco|Vicente Blasco Ibáñez|Rafael Azcona|Ricardo Franco|Vicente Blasco Ibáñez|Rafael Azcona|Ricardo Franco|Vicente Blasco Ibáñez|Rafael Azcona|Ricardo Franco|Vicente Blasco Ibáñez|Rafael Azcona|Ricardo Franco,Christopher Rydell|Sharon Stone|Ana Torrent|Christopher Rydell|Sharon Stone|Ana Torrent|Christopher Rydell|Sharon Stone|Ana Torrent|Christopher Rydell|Sharon Stone|Ana Torrent
3459,Drama|Horror,Gothic (1986),27 February 1987 (UK),Ken Russell,Lord Byron|Percy Bysshe Shelley,Gabriel Byrne|Julian Sands|Natasha Richardson
3460,Comedy,Hillbillys in a Haunted House (1967),May 1967 ,Jean Yarbrough,Duke Yelton|Duke Yelton|Duke Yelton,Ferlin Husky|Joi Lansing|Don Bowman|Ferlin Husky|Joi Lansing|Don Bowman|Ferlin Husky|Joi Lansing|Don Bowman|Ferlin Husky|Joi Lansing|Don Bowman
3461,Adventure|Drama|Thriller,Lord of the Flies (1963),23 July 1964 (UK),Peter Brook,Peter Brook|William Golding,James Aubrey|Tom Chapin|Hugh Edwards
3462,Comedy,Modern Times (1936),25 February 1936 (USA),Charles Chaplin,Charles Chaplin,Charles Chaplin|Paulette Goddard|Henry Bergman
3463,Comedy,Last Resort (1994),"April 29, 1994 ",Rafal Zielinski,Patrick Labyorteaux|Damian Lee|Patrick Labyorteaux|Damian Lee|Patrick Labyorteaux|Damian Lee|Patrick Labyorteaux|Damian Lee|Patrick Labyorteaux|Damian Lee|Patrick Labyorteaux|Damian Lee,Corey Feldman|Corey Haim|Maureen Flannigan|Corey Feldman|Corey Haim|Maureen Flannigan|Corey Feldman|Corey Haim|Maureen Flannigan|Corey Feldman|Corey Haim|Maureen Flannigan
3464,Sci-Fi|Thriller,Solar Crisis (1993),"July 14, 1990 ",Richard C. Sarafian|Arthur Marks,Takeshi Kawata|Joe Gannon|Tedi Sarafian|Takeshi Kawata|Joe Gannon|Tedi Sarafian|Takeshi Kawata|Joe Gannon|Tedi Sarafian|Takeshi Kawata|Joe Gannon|Tedi Sarafian|Takeshi Kawata|Joe Gannon|Tedi Sarafian|Takeshi Kawata|Joe Gannon|Tedi Sarafian,Tim Matheson|Charlton Heston|Peter Boyle|Tim Matheson|Charlton Heston|Peter Boyle|Tim Matheson|Charlton Heston|Peter Boyle|Tim Matheson|Charlton Heston|Peter Boyle
3465,Drama,That's Life! (1986),"October 10, 1986 ",Blake Edwards,Milton Wexler|Blake Edwards|Milton Wexler|Blake Edwards|Milton Wexler|Blake Edwards|Milton Wexler|Blake Edwards|Milton Wexler|Blake Edwards|Milton Wexler|Blake Edwards,Jack Lemmon|Julie Andrews|Sally Kellerman|Jack Lemmon|Julie Andrews|Sally Kellerman|Jack Lemmon|Julie Andrews|Sally Kellerman|Jack Lemmon|Julie Andrews|Sally Kellerman
3466,Comedy|Fantasy,Heart and Souls (1993),13 August 1993 (USA),Ron Underwood,Gregory Hansen|Gregory Hansen,Robert Downey Jr.|Charles Grodin|Alfre Woodard
3467,Drama|Western,Hud (1963),29 May 1963 (USA),Martin Ritt,Irving Ravetch|Harriet Frank Jr.,Paul Newman|Melvyn Douglas|Patricia Neal
3468,Drama,"Hustler, The (1961)",25 September 1961 (USA),Robert Rossen,Sidney Carroll|Robert Rossen,Paul Newman|Jackie Gleason|Piper Laurie
3469,Drama,Inherit the Wind (1960),30 August 1960 (West Germany),Stanley Kramer,Nedrick Young|Harold Jacob Smith,Spencer Tracy|Fredric March|Gene Kelly
3470,Adventure|Drama,Dersu Uzala (1974),"December 20, 1977 ",Akira Kurosawa,Akira Kurosawa|Yuriy Nagibin|Vladimir Arsenev|Akira Kurosawa|Yuriy Nagibin|Vladimir Arsenev|Akira Kurosawa|Yuriy Nagibin|Vladimir Arsenev|Akira Kurosawa|Yuriy Nagibin|Vladimir Arsenev|Akira Kurosawa|Yuriy Nagibin|Vladimir Arsenev|Akira Kurosawa|Yuriy Nagibin|Vladimir Arsenev,Maksim Munzuk|Yuriy Solomin|Mikhail Bychkov|Maksim Munzuk|Yuriy Solomin|Mikhail Bychkov|Maksim Munzuk|Yuriy Solomin|Mikhail Bychkov|Maksim Munzuk|Yuriy Solomin|Mikhail Bychkov
3471,Drama|Sci-Fi,Close Encounters of the Third Kind (1977),16 September 1990 (China),Steven Spielberg,Steven Spielberg|Jerry Belson|Hal Barwood,Richard Dreyfuss|François Truffaut|Teri Garr
3472,Horror,Horror Hotel (a.k.a. The City of the Dead) (1960),"January 23, 2021 ",,,
3473,Comedy,Jonah Who Will Be 25 in the Year 2000 (1976),"December 1, 1976 ",Alain Tanner,John Berger|Alain Tanner|John Berger|Alain Tanner|John Berger|Alain Tanner|John Berger|Alain Tanner|John Berger|Alain Tanner|John Berger|Alain Tanner,Myriam Boyer|Jean-Luc Bideau|Miou-Miou|Myriam Boyer|Jean-Luc Bideau|Miou-Miou|Myriam Boyer|Jean-Luc Bideau|Miou-Miou|Myriam Boyer|Jean-Luc Bideau|Miou-Miou
3474,Sci-Fi|Thriller,Retroactive (1997),4 May 1998 (China),Louis Morneau,Michael Hamilton-Wright|Robert Strauss,Jim Belushi|Kylie Travis|Shannon Whirry
3475,Drama|Romance,"Place in the Sun, A (1951)",11 October 1951 (France),George Stevens,Theodore Dreiser|Patrick Kearney,Montgomery Clift|Elizabeth Taylor|Shelley Winters
3476,Horror|Mystery|Thriller,Jacob's Ladder (1990),2 November 1990 (USA),Adrian Lyne,Bruce Joel Rubin,Tim Robbins|Elizabeth Peña|Danny Aiello
3477,Comedy|Drama,Empire Records (1995),20 October 1995 (USA),Allan Moyle,Carol Heikkinen,Anthony LaPaglia|Debi Mazar|Maxwell Caulfield
3478,Drama,"Bamba, La (1987)",24 July 1987 (USA),Luis Valdez,Luis Valdez,Lou Diamond Phillips|Esai Morales|Rosanna DeSoto
3479,Adventure|Fantasy|Romance,Ladyhawke (1985),4 April 1985 (Italy),Richard Donner,Edward Khmara|Michael Thomas,Matthew Broderick|Rutger Hauer|Michelle Pfeiffer
3480,Drama,Lucas (1986),28 March 1986 (USA),David Seltzer,David Seltzer,Corey Haim|Kerri Green|Charlie Sheen
3481,Comedy,High Fidelity (2000),31 March 2000 (USA),Stephen Frears,Nick Hornby|D.V. DeVincentis,John Cusack|Iben Hjejle|Todd Louiso
3482,Drama,Price of Glory (2000),"March 31, 2000 ",Carlos Avila,Phil Berger|Phil Berger|Phil Berger,Jimmy Smits|Maria del Mar|Jon Seda|Jimmy Smits|Maria del Mar|Jon Seda|Jimmy Smits|Maria del Mar|Jon Seda|Jimmy Smits|Maria del Mar|Jon Seda
3483,Animation|Children's,"Road to El Dorado, The (2000)",31 March 2000 (USA),Bibo Bergeron|Don Paul|1 more credit,Terry Rossio|Ted Elliott,Kevin Kline|Kenneth Branagh|Rosie Perez
3484,Thriller,"Skulls, The (2000)",31 March 2000 (USA),Rob Cohen,John Pogue,Joshua Jackson|Paul Walker|Hill Harper
3485,Horror,Autopsy (Macchie Solari) (1975),,,,
3486,Sci-Fi,Devil Girl From Mars (1954),"April 27, 1955 ",David MacDonald,John C. Mather|James Eastwood|John C. Mather|James Eastwood|John C. Mather|James Eastwood|John C. Mather|James Eastwood|John C. Mather|James Eastwood|John C. Mather|James Eastwood,Hugh McDermott|Hazel Court|Peter Reynolds|Hugh McDermott|Hazel Court|Peter Reynolds|Hugh McDermott|Hazel Court|Peter Reynolds|Hugh McDermott|Hazel Court|Peter Reynolds
3487,Western,"Dorado, El (1967)","March 31, 2000 ",Bibo Bergeron|Don Paul|Jeffrey Katzenberg,Ted Elliott|Terry Rossio|Karey Kirkpatrick|Ted Elliott|Terry Rossio|Karey Kirkpatrick|Ted Elliott|Terry Rossio|Karey Kirkpatrick|Ted Elliott|Terry Rossio|Karey Kirkpatrick|Ted Elliott|Terry Rossio|Karey Kirkpatrick|Ted Elliott|Terry Rossio|Karey Kirkpatrick,Kevin Kline|Kenneth Branagh|Rosie Perez|Kevin Kline|Kenneth Branagh|Rosie Perez|Kevin Kline|Kenneth Branagh|Rosie Perez|Kevin Kline|Kenneth Branagh|Rosie Perez|Dreamworks Pictures|DreamWorks Animation|Stardust Pictures
3488,Horror|Sci-Fi,"Hideous Sun Demon, The (1959)","April 12, 1962 ",Robert Clarke|Tom Boutross,E.S. Seeley Jr.|Doane R. Hoag|Robert Clarke|E.S. Seeley Jr.|Doane R. Hoag|Robert Clarke|E.S. Seeley Jr.|Doane R. Hoag|Robert Clarke|E.S. Seeley Jr.|Doane R. Hoag|Robert Clarke|E.S. Seeley Jr.|Doane R. Hoag|Robert Clarke|E.S. Seeley Jr.|Doane R. Hoag|Robert Clarke,Robert Clarke|Patricia Manning|Nan Peterson|Robert Clarke|Patricia Manning|Nan Peterson|Robert Clarke|Patricia Manning|Nan Peterson|Robert Clarke|Patricia Manning|Nan Peterson
3489,Adventure|Fantasy,Hook (1991),11 December 1991 (USA),Steven Spielberg,J.M. Barrie|J.M. Barrie,Dustin Hoffman|Robin Williams|Julia Roberts
3490,Horror,Horror Express (1972),"January 3, 1974 ",Eugenio Martín,Arnaud d'Usseau|Julian Zimet|Arnaud d'Usseau|Julian Zimet|Arnaud d'Usseau|Julian Zimet|Arnaud d'Usseau|Julian Zimet|Arnaud d'Usseau|Julian Zimet|Arnaud d'Usseau|Julian Zimet,Christopher Lee|Peter Cushing|Alberto de Mendoza|Christopher Lee|Peter Cushing|Alberto de Mendoza|Christopher Lee|Peter Cushing|Alberto de Mendoza|Christopher Lee|Peter Cushing|Alberto de Mendoza
3491,Comedy,My Chauffeur (1986),"January 24, 1986 ",David Beaird,David Beaird|David Beaird|David Beaird,Deborah Foreman|Sam J. Jones|Sean McClory|Deborah Foreman|Sam J. Jones|Sean McClory|Deborah Foreman|Sam J. Jones|Sean McClory|Deborah Foreman|Sam J. Jones|Sean McClory
3492,Adventure,"Son of the Sheik, The (1926)",5 September 1926 (USA),George Fitzmaurice,Edith Maude Hull|Frances Marion,Rudolph Valentino|Vilma Bánky|George Fawcett
3493,Horror,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),"March 21, 1975 ",Sergio Martino,Sergio Martino|Ernesto Gastaldi|Sergio Martino|Ernesto Gastaldi|Sergio Martino|Ernesto Gastaldi|Sergio Martino|Ernesto Gastaldi|Sergio Martino|Ernesto Gastaldi|Sergio Martino|Ernesto Gastaldi,Suzy Kendall|Tina Aumont|Luc Merenda|Suzy Kendall|Tina Aumont|Luc Merenda|Suzy Kendall|Tina Aumont|Luc Merenda|Suzy Kendall|Tina Aumont|Luc Merenda
3494,Adventure|Western,True Grit (1969),21 June 1969 (Japan),Henry Hathaway,Charles Portis,John Wayne|Kim Darby|Glen Campbell
3495,Comedy|Drama,Roadside Prophets (1992),"October 8, 1992 ",Abbe Wool,Abbe Wool|Abbe Wool|Abbe Wool,John Doe|Adam Horovitz|David Anthony Marshall|John Doe|Adam Horovitz|David Anthony Marshall|John Doe|Adam Horovitz|David Anthony Marshall|John Doe|Adam Horovitz|David Anthony Marshall|New Line Cinema|Swinson-Starkey Productions
3496,Drama,Madame Sousatzka (1988),14 October 1988 (USA),John Schlesinger,Bernice Rubens|Ruth Prawer Jhabvala,Shirley MacLaine|Navin Chowdhry|Peggy Ashcroft
3497,Comedy,Max Dugan Returns (1983),25 March 1983 (USA),Herbert Ross,Neil Simon,Jason Robards|Marsha Mason|Donald Sutherland
3498,Drama,Midnight Express (1978),10 August 1978 (UK),Alan Parker,Oliver Stone|Billy Hayes,Brad Davis|Irene Miracle|Bo Hopkins
3499,Horror,Misery (1990),30 November 1990 (USA),Rob Reiner,Stephen King,James Caan|Kathy Bates|Richard Farnsworth
3500,Comedy|Drama,Mr. Saturday Night (1992),25 September 1992 (USA),Billy Crystal,Billy Crystal|Lowell Ganz,Billy Crystal|David Paymer|Julie Warner
3501,Comedy|Romance,Murphy's Romance (1985),31 January 1986 (USA),Martin Ritt,Max Schott|Harriet Frank Jr.,Sally Field|James Garner|Brian Kerwin
3502,Drama,My Life (1993),12 November 1993 (USA),Bruce Joel Rubin,Bruce Joel Rubin,Michael Keaton|Nicole Kidman|Bradley Whitford
3503,Drama|Sci-Fi,Solaris (Solyaris) (1972),"September 26, 1972 ",Andrei Tarkovsky,Stanislaw Lem|Fridrikh Gorenshteyn|Andrei Tarkovsky|Stanislaw Lem|Fridrikh Gorenshteyn|Andrei Tarkovsky|Stanislaw Lem|Fridrikh Gorenshteyn|Andrei Tarkovsky|Stanislaw Lem|Fridrikh Gorenshteyn|Andrei Tarkovsky|Stanislaw Lem|Fridrikh Gorenshteyn|Andrei Tarkovsky|Stanislaw Lem|Fridrikh Gorenshteyn|Andrei Tarkovsky,Natalya Bondarchuk|Donatas Banionis|Jüri Järvet|Natalya Bondarchuk|Donatas Banionis|Jüri Järvet|Natalya Bondarchuk|Donatas Banionis|Jüri Järvet|Natalya Bondarchuk|Donatas Banionis|Jüri Järvet
3504,Comedy|Drama,Network (1976),27 November 1976 (USA),Sidney Lumet,Paddy Chayefsky,Faye Dunaway|William Holden|Peter Finch
3505,Thriller,No Way Out (1987),14 August 1987 (USA),Roger Donaldson,Kenneth Fearing|Robert Garland,Kevin Costner|Gene Hackman|Sean Young
3506,Comedy|Drama,North Dallas Forty (1979),3 August 1979 (USA),Ted Kotcheff,Peter Gent|Frank Yablans,Nick Nolte|Charles Durning|Mac Davis
3507,Comedy,"Odd Couple, The (1968)",16 May 1968 (USA),Gene Saks,Neil Simon,Jack Lemmon|Walter Matthau|John Fiedler
3508,Western,"Outlaw Josey Wales, The (1976)",7 August 1976 (Japan),Clint Eastwood,Forrest Carter|Philip Kaufman,Clint Eastwood|Sondra Locke|Chief Dan George
3509,Drama,Black and White (1999),"April 5, 2000 ",James Toback,James Toback|James Toback|James Toback,Ben Stiller|Allan Houston|Claudia Schiffer|Ben Stiller|Allan Houston|Claudia Schiffer|Ben Stiller|Allan Houston|Claudia Schiffer|Ben Stiller|Allan Houston|Claudia Schiffer
3510,Drama|Thriller,Frequency (2000),28 April 2000 (USA),Gregory Hoblit,Toby Emmerich,Dennis Quaid|Jim Caviezel|Shawn Doyle
3511,Comedy,Ready to Rumble (2000),7 April 2000 (USA),Brian Robbins,Steven Brill,David Arquette|Oliver Platt|Scott Caan
3512,Drama|Romance,Return to Me (2000),7 April 2000 (USA),Bonnie Hunt,Bonnie Hunt|Don Lake,David Duchovny|Minnie Driver|Carroll O'Connor
3513,Drama|Thriller,Rules of Engagement (2000),7 April 2000 (USA),William Friedkin,Jim Webb,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce
3514,Drama,Joe Gould's Secret (2000),26 May 2000 (USA),Stanley Tucci,Joseph Mitchell,Ian Holm|Stanley Tucci|Hope Davis
3515,Comedy,Me Myself I (2000),,,,
3516,Comedy|Romance,"Bell, Book and Candle (1958)",19 December 1958 (Finland),Richard Quine,Daniel Taradash,James Stewart|Kim Novak|Jack Lemmon
3517,Crime|Drama,"Bells, The (1926)","July 30, 1926 ",James Young,Alexandre Chatrian|Emile Erckmann|Leopold Lewis|Alexandre Chatrian|Emile Erckmann|Leopold Lewis|Alexandre Chatrian|Emile Erckmann|Leopold Lewis|Alexandre Chatrian|Emile Erckmann|Leopold Lewis|Alexandre Chatrian|Emile Erckmann|Leopold Lewis|Alexandre Chatrian|Emile Erckmann|Leopold Lewis,Lionel Barrymore|Caroline Frances Cooke|Gustav von Seyffertitz|Lionel Barrymore|Caroline Frances Cooke|Gustav von Seyffertitz|Lionel Barrymore|Caroline Frances Cooke|Gustav von Seyffertitz|Lionel Barrymore|Caroline Frances Cooke|Gustav von Seyffertitz
